SetEntrenamiento,SetTesting,Resultados,Método,Vecinos,Numero de iteraciones,Alfa,Epsilon,Tiempo,Accuracy,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9,Folds
./Data/5_fold-SET-4-train.csv,./Data/5_fold-SET-4-validate.csv,./resultados/5_fold-SET-4-501-vecinos-resultados.csv,0,501,,,,17916.1,0.732,0.7845,0.4822,0.9355,0.8314,0.8588,0.9008,0.7189,0.881,0.7727,0.7225,0.8023,0.9914,0.4579,0.65,0.7849,0.5707,0.7839,0.8981,0.51,0.8241,5.0
./Data/5_fold-SET-4-train.csv,./Data/5_fold-SET-4-validate.csv,./resultados/5_fold-SET-4-551-vecinos-resultados.csv,0,551,,,,18793.8,0.722,0.7889,0.4656,0.9355,0.8343,0.8488,0.9035,0.7238,0.8726,0.7538,0.708,0.8023,0.9914,0.4579,0.6409,0.7849,0.5393,0.7638,0.8981,0.49,0.804,5.0
./Data/5_fold-SET-4-train.csv,./Data/5_fold-SET-4-validate.csv,./resultados/5_fold-SET-4-601-vecinos-resultados.csv,0,601,,,,19765.3,0.7095,0.7898,0.4457,0.9333,0.8133,0.8471,0.8962,0.7246,0.8726,0.7462,0.7048,0.7853,0.9914,0.4421,0.6136,0.7742,0.4974,0.7538,0.8981,0.485,0.804,5.0
./Data/5_fold-SET-4-train.csv,./Data/5_fold-SET-4-validate.csv,./resultados/5_fold-SET-4-651-vecinos-resultados.csv,0,651,,,,21086.6,0.7015,0.7841,0.4398,0.931,0.8024,0.8218,0.8857,0.7157,0.872,0.746,0.7048,0.7797,0.9914,0.4263,0.6091,0.7688,0.4869,0.7337,0.8932,0.47,0.804,5.0
./Data/5_fold-SET-4-train.csv,./Data/5_fold-SET-4-validate.csv,./resultados/5_fold-SET-4-701-vecinos-resultados.csv,0,701,,,,21984.8,0.6945,0.7841,0.4323,0.9506,0.787,0.8304,0.8725,0.7087,0.8714,0.7381,0.696,0.7797,0.9914,0.4053,0.6045,0.7634,0.466,0.7337,0.8883,0.465,0.794,5.0
./Data/5_fold-SET-4-train.csv,./Data/5_fold-SET-4-validate.csv,./resultados/5_fold-SET-4-751-vecinos-resultados.csv,0,751,,,,22987.1,0.685,0.7829,0.4205,0.9351,0.7831,0.8323,0.8776,0.7024,0.8632,0.7398,0.687,0.774,0.9914,0.3789,0.5909,0.7473,0.4503,0.7236,0.8883,0.455,0.794,5.0
./Data/5_fold-SET-4-train.csv,./Data/5_fold-SET-4-validate.csv,./resultados/5_fold-SET-4-801-vecinos-resultados.csv,0,801,,,,23391.2,0.678,0.7874,0.4122,0.9342,0.7818,0.8242,0.8817,0.6995,0.866,0.7377,0.6723,0.774,0.9914,0.3737,0.5864,0.7312,0.4293,0.7136,0.8786,0.45,0.794,5.0
./Data/5_fold-SET-4-train.csv,./Data/5_fold-SET-4-validate.csv,./resultados/5_fold-SET-4-851-vecinos-resultados.csv,0,851,,,,24202.3,0.6715,0.7907,0.4056,0.9452,0.7784,0.8221,0.8791,0.6881,0.8524,0.7479,0.6653,0.7684,0.9914,0.3632,0.5909,0.7204,0.4188,0.6985,0.8689,0.445,0.7889,5.0
./Data/5_fold-SET-4-train.csv,./Data/5_fold-SET-4-validate.csv,./resultados/5_fold-SET-4-901-vecinos-resultados.csv,0,901,,,,25195.6,0.6655,0.7907,0.3986,0.9189,0.773,0.811,0.8889,0.6954,0.8436,0.7521,0.6596,0.7684,0.9914,0.3579,0.5727,0.7151,0.4188,0.6884,0.8641,0.44,0.7789,5.0
./Data/5_fold-SET-4-train.csv,./Data/5_fold-SET-4-validate.csv,./resultados/5_fold-SET-4-951-vecinos-resultados.csv,0,951,,,,26121.0,0.658,0.8,0.3912,0.9167,0.7636,0.8012,0.8721,0.6837,0.8483,0.7321,0.6624,0.7684,0.9914,0.3474,0.5727,0.7151,0.3927,0.6734,0.8689,0.41,0.7789,5.0
./Data/5_fold-SET-4-train.csv,./Data/5_fold-SET-4-validate.csv,./resultados/5_fold-SET-4-1001-vecinos-resultados.csv,0,1001,,,,27923.9,0.6505,0.7836,0.3859,0.9155,0.7576,0.7904,0.8795,0.6788,0.8429,0.7232,0.6595,0.7571,0.9914,0.3421,0.5682,0.7097,0.3822,0.6583,0.8592,0.405,0.7688,5.0
./Data/5_fold-SET-5-train.csv,./Data/5_fold-SET-5-validate.csv,./resultados/5_fold-SET-5-1-vecinos-resultados.csv,0,1,,,,171758.0,0.9217857142857144,0.9482,0.9564,0.9512,0.9518,0.8796,0.8929,0.9121,0.902,0.9284,0.8988,0.9626,0.903,0.9227,0.8815,0.9441,0.9154,0.9642,0.9572,0.8792,0.888,5.0
./Data/5_fold-SET-5-train.csv,./Data/5_fold-SET-5-validate.csv,./resultados/5_fold-SET-5-51-vecinos-resultados.csv,0,51,,,,173754.0,0.9096428571428572,0.9255,0.8647,0.9597,0.9465,0.9349,0.9147,0.886,0.8918,0.9397,0.8634,0.9439,0.9641,0.8603,0.892,0.928,0.8801,0.9452,0.9434,0.8261,0.8988,5.0
./Data/5_fold-SET-5-train.csv,./Data/5_fold-SET-5-validate.csv,./resultados/5_fold-SET-5-101-vecinos-resultados.csv,0,101,,,,11350.4,0.84,0.8697,0.6883,0.9771,0.9016,0.8908,0.8876,0.7861,0.8939,0.9044,0.7737,0.9039,0.9815,0.6882,0.8529,0.8424,0.7745,0.8827,0.8719,0.6796,0.8785,5.0
./Data/5_fold-SET-5-train.csv,./Data/5_fold-SET-5-validate.csv,./resultados/5_fold-SET-5-151-vecinos-resultados.csv,0,151,,,,11703.8,0.8185,0.8739,0.6366,0.9524,0.9027,0.8671,0.8693,0.7789,0.8788,0.8872,0.7571,0.8777,0.9815,0.6452,0.8186,0.8152,0.75,0.8659,0.8571,0.6519,0.8738,5.0
./Data/5_fold-SET-5-train.csv,./Data/5_fold-SET-5-validate.csv,./resultados/5_fold-SET-5-201-vecinos-resultados.csv,0,201,,,,12642.1,0.8,0.8722,0.5889,0.9735,0.8796,0.8663,0.865,0.7812,0.8614,0.8692,0.74,0.8646,0.9815,0.5914,0.8235,0.8098,0.6912,0.838,0.8571,0.6243,0.8645,5.0
./Data/5_fold-SET-5-train.csv,./Data/5_fold-SET-5-validate.csv,./resultados/5_fold-SET-5-251-vecinos-resultados.csv,0,251,,,,13557.0,0.789,0.8711,0.5558,0.981,0.875,0.8824,0.8544,0.7812,0.8614,0.8583,0.7381,0.8559,0.9907,0.5538,0.7892,0.8152,0.6618,0.838,0.8571,0.6022,0.8692,5.0
./Data/5_fold-SET-5-train.csv,./Data/5_fold-SET-5-validate.csv,./resultados/5_fold-SET-5-301-vecinos-resultados.csv,0,301,,,,14346.9,0.7835,0.8824,0.5429,0.9806,0.8743,0.8855,0.8497,0.7884,0.8537,0.8672,0.7188,0.8515,0.9954,0.543,0.7843,0.7989,0.6373,0.8324,0.8621,0.6133,0.8598,5.0
./Data/5_fold-SET-5-train.csv,./Data/5_fold-SET-5-validate.csv,./resultados/5_fold-SET-5-351-vecinos-resultados.csv,0,351,,,,15345.6,0.768,0.8733,0.5257,0.98,0.8626,0.8688,0.8483,0.7668,0.848,0.8571,0.7,0.8428,0.9954,0.5269,0.7696,0.7554,0.6029,0.8268,0.8522,0.5967,0.8505,5.0
./Data/5_fold-SET-5-train.csv,./Data/5_fold-SET-5-validate.csv,./resultados/5_fold-SET-5-401-vecinos-resultados.csv,0,401,,,,16188.6,0.759,0.8733,0.5071,0.9787,0.8611,0.8491,0.8571,0.7644,0.8529,0.856,0.6908,0.8428,0.9954,0.4946,0.7598,0.7337,0.5882,0.8156,0.8571,0.5912,0.8458,5.0
./Data/5_fold-SET-5-train.csv,./Data/5_fold-SET-5-validate.csv,./resultados/5_fold-SET-5-451-vecinos-resultados.csv,0,451,,,,17117.8,0.748,0.867,0.4886,0.9783,0.8492,0.8447,0.8647,0.7606,0.8447,0.8548,0.6795,0.8253,0.9954,0.4839,0.7451,0.7391,0.5637,0.7989,0.8571,0.5856,0.8224,5.0
./Data/5_fold-SET-5-train.csv,./Data/5_fold-SET-5-validate.csv,./resultados/5_fold-SET-5-501-vecinos-resultados.csv,0,501,,,,17996.9,0.737,0.863,0.4736,0.967,0.8436,0.8431,0.8672,0.7568,0.8398,0.8525,0.6616,0.8253,0.9954,0.4731,0.7402,0.7011,0.5441,0.7821,0.8522,0.5746,0.8131,5.0
./Data/5_fold-SET-5-train.csv,./Data/5_fold-SET-5-validate.csv,./resultados/5_fold-SET-5-551-vecinos-resultados.csv,0,551,,,,18819.5,0.727,0.8657,0.4584,0.9655,0.8333,0.8377,0.8618,0.7514,0.8382,0.8443,0.6579,0.8166,0.9954,0.4516,0.7108,0.7011,0.5196,0.7765,0.8424,0.5691,0.8178,5.0
./Data/5_fold-SET-5-train.csv,./Data/5_fold-SET-5-validate.csv,./resultados/5_fold-SET-5-601-vecinos-resultados.csv,0,601,,,,19766.6,0.717,0.8664,0.4433,0.9639,0.8284,0.8366,0.8793,0.7377,0.8333,0.8264,0.6543,0.821,0.9954,0.4301,0.6863,0.6957,0.5,0.7542,0.8374,0.5525,0.8224,5.0
./Data/5_fold-SET-5-train.csv,./Data/5_fold-SET-5-validate.csv,./resultados/5_fold-SET-5-651-vecinos-resultados.csv,0,651,,,,20555.6,0.707,0.867,0.4283,0.9639,0.8107,0.8366,0.8739,0.7318,0.8308,0.8291,0.6479,0.8253,0.9954,0.4301,0.6716,0.6957,0.4755,0.7318,0.8227,0.5359,0.8084,5.0
./Data/5_fold-SET-5-train.csv,./Data/5_fold-SET-5-validate.csv,./resultados/5_fold-SET-5-701-vecinos-resultados.csv,0,701,,,,21480.4,0.6995,0.8664,0.4191,0.975,0.7976,0.8378,0.8636,0.7278,0.8342,0.819,0.6431,0.821,0.9954,0.4194,0.6569,0.6739,0.4657,0.7318,0.8177,0.5249,0.8084,5.0
./Data/5_fold-SET-5-train.csv,./Data/5_fold-SET-5-validate.csv,./resultados/5_fold-SET-5-751-vecinos-resultados.csv,0,751,,,,22379.5,0.693,0.8657,0.4072,0.9744,0.8024,0.8243,0.8812,0.7143,0.835,0.8421,0.6391,0.8166,0.9954,0.4086,0.6569,0.663,0.4363,0.7263,0.8227,0.5304,0.7944,5.0
./Data/5_fold-SET-5-train.csv,./Data/5_fold-SET-5-validate.csv,./resultados/5_fold-SET-5-801-vecinos-resultados.csv,0,801,,,,23394.0,0.6845,0.8645,0.3981,0.961,0.7857,0.8146,0.8776,0.7088,0.8291,0.8378,0.6423,0.8079,0.9954,0.3978,0.6471,0.6685,0.4216,0.7207,0.8128,0.5138,0.7804,5.0
./Data/5_fold-SET-5-train.csv,./Data/5_fold-SET-5-validate.csv,./resultados/5_fold-SET-5-851-vecinos-resultados.csv,0,851,,,,24408.6,0.6785,0.8638,0.3888,0.9605,0.7784,0.8299,0.8913,0.7072,0.825,0.844,0.6336,0.8035,0.9954,0.3925,0.6373,0.663,0.402,0.7151,0.8128,0.5083,0.7757,5.0
./Data/5_fold-SET-5-train.csv,./Data/5_fold-SET-5-validate.csv,./resultados/5_fold-SET-5-901-vecinos-resultados.csv,0,901,,,,25205.3,0.671,0.8632,0.3799,0.9595,0.7725,0.8207,0.9,0.7006,0.8402,0.844,0.6203,0.7991,0.9954,0.3817,0.6324,0.6467,0.3971,0.6927,0.803,0.5083,0.771,5.0
./Data/5_fold-SET-5-train.csv,./Data/5_fold-SET-5-validate.csv,./resultados/5_fold-SET-5-951-vecinos-resultados.csv,0,951,,,,26264.1,0.6685,0.8632,0.3752,0.9589,0.7725,0.8163,0.9091,0.7006,0.849,0.8411,0.6174,0.7991,0.9954,0.3763,0.6324,0.6522,0.3922,0.6927,0.803,0.4972,0.7617,5.0
./Data/5_fold-SET-5-train.csv,./Data/5_fold-SET-5-validate.csv,./resultados/5_fold-SET-5-1001-vecinos-resultados.csv,0,1001,,,,27398.9,0.657,0.8667,0.3663,0.9577,0.7545,0.8,0.9012,0.6949,0.8394,0.8365,0.6077,0.7948,0.9954,0.3656,0.6176,0.6522,0.3578,0.6872,0.798,0.4807,0.7383,5.0
./Data/5_fold-SET-1-train.csv,./Data/5_fold-SET-1-validate.csv,./resultados/5_fold-SET-1-6-vecinos-resultados.csv,0,6,,,,167744.0,0.9275,0.9143,0.9131,0.9571,0.9611,0.915,0.9094,0.9073,0.9356,0.9501,0.9148,0.9612,0.9427,0.9092,0.9057,0.9544,0.9277,0.9447,0.9582,0.8584,0.9128,5.0
./Data/5_fold-SET-1-train.csv,./Data/5_fold-SET-1-validate.csv,./resultados/5_fold-SET-1-11-vecinos-resultados.csv,0,11,,,,168973.0,0.9261904761904762,0.9159,0.9078,0.9628,0.9657,0.9347,0.9023,0.8989,0.9263,0.9566,0.8996,0.9537,0.947,0.9045,0.9057,0.9418,0.9277,0.9498,0.9527,0.8559,0.9217,5.0
./Data/5_fold-SET-1-train.csv,./Data/5_fold-SET-1-validate.csv,./resultados/5_fold-SET-1-21-vecinos-resultados.csv,0,21,,,,173454.0,0.923095238095238,0.9049,0.8938,0.966,0.9612,0.9466,0.8984,0.9004,0.9251,0.9533,0.8946,0.9524,0.9557,0.8917,0.9068,0.9418,0.9237,0.9421,0.9495,0.8434,0.9206,5.0
./Data/5_fold-SET-1-train.csv,./Data/5_fold-SET-1-validate.csv,./resultados/5_fold-SET-1-31-vecinos-resultados.csv,0,31,,,,179875.0,0.9186904761904762,0.8989,0.8813,0.9742,0.9619,0.9558,0.9041,0.8877,0.9232,0.9339,0.8844,0.9462,0.9632,0.8789,0.8968,0.9316,0.921,0.9356,0.9516,0.8321,0.9239,5.0
./Data/5_fold-SET-1-train.csv,./Data/5_fold-SET-1-validate.csv,./resultados/5_fold-SET-1-41-vecinos-resultados.csv,0,41,,,,171654.0,0.9158333333333334,0.9008,0.8661,0.9738,0.9607,0.956,0.9031,0.8839,0.9223,0.9388,0.878,0.9437,0.9654,0.8661,0.8957,0.9342,0.9103,0.9305,0.9516,0.8271,0.9262,5.0
./Data/5_fold-SET-2-train.csv,./Data/5_fold-SET-2-validate.csv,./resultados/5_fold-SET-2-11-vecinos-resultados.csv,0,11,,,,168461.0,0.9286904761904762,0.9137,0.922,0.9678,0.9485,0.9397,0.8964,0.9148,0.9209,0.9659,0.9052,0.9712,0.9554,0.894,0.902,0.9613,0.9109,0.9688,0.9493,0.842,0.9274,5.0
./Data/5_fold-SET-2-train.csv,./Data/5_fold-SET-2-validate.csv,./resultados/5_fold-SET-2-21-vecinos-resultados.csv,0,21,,,,169779.0,0.9226190476190476,0.9065,0.9026,0.964,0.9511,0.9496,0.8911,0.9122,0.911,0.9654,0.8881,0.9659,0.9606,0.8607,0.9056,0.9577,0.9055,0.9618,0.9471,0.8278,0.9274,5.0
./Data/5_fold-SET-2-train.csv,./Data/5_fold-SET-2-validate.csv,./resultados/5_fold-SET-2-31-vecinos-resultados.csv,0,31,,,,170301.0,0.9204761904761904,0.9064,0.8905,0.9651,0.9422,0.9505,0.8953,0.9031,0.9178,0.9626,0.8903,0.9646,0.9689,0.8548,0.8961,0.9528,0.9001,0.9595,0.9471,0.8242,0.9287,5.0
./Data/5_fold-SET-2-train.csv,./Data/5_fold-SET-2-validate.csv,./resultados/5_fold-SET-2-41-vecinos-resultados.csv,0,41,,,,171571.0,0.9126190476190476,0.8972,0.8764,0.9656,0.9441,0.9512,0.8838,0.8917,0.9058,0.9632,0.8753,0.9607,0.9699,0.8345,0.8877,0.9432,0.8934,0.9525,0.9427,0.8088,0.9237,5.0
./Data/5_fold-SET-3-train.csv,./Data/5_fold-SET-3-validate.csv,./resultados/5_fold-SET-3-11-vecinos-resultados.csv,0,11,,,,168402.0,0.929404761904762,0.9257,0.9106,0.9681,0.9542,0.9456,0.9141,0.9082,0.9292,0.9528,0.8963,0.9667,0.9542,0.8912,0.9198,0.9467,0.9093,0.9714,0.9513,0.8555,0.9207,5.0
./Data/5_fold-SET-3-train.csv,./Data/5_fold-SET-3-validate.csv,./resultados/5_fold-SET-3-21-vecinos-resultados.csv,0,21,,,,169243.0,0.9211904761904762,0.9153,0.8947,0.9701,0.9493,0.9443,0.9069,0.896,0.92,0.9492,0.8824,0.9581,0.9595,0.8741,0.9151,0.9421,0.8964,0.9627,0.9513,0.8369,0.9053,5.0
./Data/5_fold-SET-3-train.csv,./Data/5_fold-SET-3-validate.csv,./resultados/5_fold-SET-3-31-vecinos-resultados.csv,0,31,,,,170143.0,0.9176190476190476,0.9116,0.8845,0.9686,0.9467,0.9481,0.912,0.8858,0.9168,0.9484,0.8757,0.952,0.9627,0.8667,0.9093,0.9305,0.899,0.964,0.949,0.8232,0.9089,5.0
./Data/5_fold-SET-3-train.csv,./Data/5_fold-SET-3-validate.csv,./resultados/5_fold-SET-3-41-vecinos-resultados.csv,0,41,,,,171614.0,0.9139285714285714,0.9093,0.8732,0.9695,0.9467,0.95,0.9099,0.8822,0.9136,0.9442,0.8672,0.9507,0.9681,0.8557,0.9081,0.9247,0.8899,0.9578,0.9456,0.8219,0.9041,5.0
./Data/5_fold-SET-4-train.csv,./Data/5_fold-SET-4-validate.csv,./resultados/5_fold-SET-4-11-vecinos-resultados.csv,0,11,,,,168897.0,0.9273809523809524,0.931,0.9066,0.9695,0.9654,0.923,0.901,0.9222,0.9042,0.9547,0.9012,0.9568,0.9526,0.8893,0.9301,0.9441,0.9314,0.9601,0.9497,0.8591,0.8945,5.0
./Data/5_fold-SET-4-train.csv,./Data/5_fold-SET-4-validate.csv,./resultados/5_fold-SET-4-21-vecinos-resultados.csv,0,21,,,,169086.0,0.923095238095238,0.9317,0.8922,0.9755,0.9638,0.9353,0.8997,0.9078,0.9005,0.9544,0.8818,0.9523,0.9669,0.88,0.9156,0.9365,0.93,0.9589,0.9425,0.8529,0.8883,5.0
./Data/5_fold-SET-4-train.csv,./Data/5_fold-SET-4-validate.csv,./resultados/5_fold-SET-4-31-vecinos-resultados.csv,0,31,,,,170231.0,0.9179761904761904,0.9264,0.8703,0.9764,0.968,0.9364,0.8925,0.9073,0.8947,0.9507,0.8759,0.949,0.9691,0.8695,0.9057,0.9352,0.9273,0.9531,0.9365,0.8344,0.8933,5.0
./Data/5_fold-SET-4-train.csv,./Data/5_fold-SET-4-validate.csv,./resultados/5_fold-SET-4-41-vecinos-resultados.csv,0,41,,,,171657.0,0.9133333333333332,0.9151,0.8592,0.9775,0.9644,0.9386,0.8952,0.8997,0.8926,0.9474,0.8684,0.9446,0.9691,0.8601,0.9023,0.9327,0.9192,0.9472,0.9353,0.8232,0.8921,5.0
./Data/5_fold-SET-5-train.csv,./Data/5_fold-SET-5-validate.csv,./resultados/5_fold-SET-5-11-vecinos-resultados.csv,0,11,,,,168617.0,0.9241666666666668,0.9374,0.9216,0.9526,0.9579,0.9165,0.9144,0.9036,0.9038,0.9571,0.8873,0.9626,0.942,0.9027,0.9085,0.9404,0.9167,0.9607,0.9561,0.8533,0.8916,5.0
./Data/5_fold-SET-5-train.csv,./Data/5_fold-SET-5-validate.csv,./resultados/5_fold-SET-5-21-vecinos-resultados.csv,0,21,,,,169103.0,0.9202380952380952,0.9307,0.9083,0.9598,0.9527,0.9243,0.9212,0.893,0.9047,0.9468,0.8756,0.9568,0.9504,0.894,0.8991,0.9404,0.9003,0.9547,0.9434,0.8557,0.8988,5.0
./Data/5_fold-SET-5-train.csv,./Data/5_fold-SET-5-validate.csv,./resultados/5_fold-SET-5-31-vecinos-resultados.csv,0,31,,,,170332.0,0.9186904761904762,0.9296,0.8936,0.9582,0.9503,0.9365,0.9246,0.8927,0.8989,0.9436,0.8781,0.9568,0.9568,0.8865,0.8979,0.9342,0.8977,0.9523,0.9457,0.8459,0.9024,5.0
./Data/5_fold-SET-5-train.csv,./Data/5_fold-SET-5-validate.csv,./resultados/5_fold-SET-5-41-vecinos-resultados.csv,0,41,,,,171471.0,0.9133333333333332,0.9302,0.8766,0.9578,0.9479,0.9341,0.9163,0.8894,0.8897,0.9466,0.8705,0.9498,0.9589,0.8766,0.8967,0.9329,0.8851,0.9487,0.9422,0.8311,0.8988,5.0
./Data/5_fold-SET-1-train.csv,./Data/5_fold-SET-1-validate.csv,./resultados/5_fold-SET-1-2-vecinos-resultados.csv,0,2,,,,168070.0,0.9157142857142856,0.8833,0.9114,0.9314,0.9235,0.8581,0.8956,0.9138,0.9315,0.9762,0.9452,0.9662,0.9341,0.9173,0.9245,0.9494,0.9076,0.9279,0.956,0.8233,0.849,5.0
./Data/5_fold-SET-1-train.csv,./Data/5_fold-SET-1-validate.csv,./resultados/5_fold-SET-1-3-vecinos-resultados.csv,0,3,,,,168565.0,0.9285714285714286,0.9086,0.9254,0.9565,0.9496,0.9246,0.9171,0.9114,0.9384,0.9459,0.9092,0.9574,0.9384,0.922,0.899,0.9468,0.9183,0.9537,0.9549,0.8772,0.9183,5.0
./Data/5_fold-SET-1-train.csv,./Data/5_fold-SET-1-validate.csv,./resultados/5_fold-SET-1-4-vecinos-resultados.csv,0,4,,,,167992.0,0.9263095238095238,0.9057,0.9124,0.9597,0.9546,0.9017,0.9078,0.9082,0.9457,0.9571,0.9132,0.9612,0.9341,0.9139,0.9101,0.9519,0.9224,0.9421,0.956,0.8659,0.906,5.0
./Data/5_fold-SET-1-train.csv,./Data/5_fold-SET-1-validate.csv,./resultados/5_fold-SET-1-5-vecinos-resultados.csv,0,5,,,,182186.0,0.9284523809523808,0.9183,0.916,0.9586,0.9643,0.92,0.9214,0.902,0.9414,0.9435,0.9023,0.9562,0.9427,0.9173,0.899,0.9456,0.9264,0.9472,0.9527,0.8784,0.9195,5.0
./Data/5_fold-SET-1-train.csv,./Data/5_fold-SET-1-validate.csv,./resultados/5_fold-SET-1-7-vecinos-resultados.csv,0,7,,,,168262.0,0.928095238095238,0.916,0.914,0.9609,0.9635,0.9257,0.9128,0.9009,0.9396,0.9489,0.9025,0.9549,0.9416,0.915,0.909,0.9468,0.925,0.9472,0.9571,0.8609,0.9217,5.0
./Data/5_fold-SET-1-train.csv,./Data/5_fold-SET-1-validate.csv,./resultados/5_fold-SET-1-8-vecinos-resultados.csv,0,8,,,,168231.0,0.9273809523809524,0.9083,0.9103,0.9595,0.9614,0.9282,0.9128,0.8996,0.9375,0.9539,0.9073,0.9549,0.9438,0.9092,0.9123,0.9494,0.925,0.9459,0.956,0.8559,0.9195,5.0
./Data/5_fold-SET-1-train.csv,./Data/5_fold-SET-1-validate.csv,./resultados/5_fold-SET-1-9-vecinos-resultados.csv,0,9,,,,168606.0,0.9283333333333332,0.9102,0.9136,0.963,0.9636,0.936,0.9069,0.8987,0.9376,0.9568,0.9029,0.9512,0.9492,0.908,0.9101,0.9443,0.9264,0.9472,0.9571,0.8609,0.9262,5.0
./Data/5_fold-SET-1-train.csv,./Data/5_fold-SET-1-validate.csv,./resultados/5_fold-SET-1-10-vecinos-resultados.csv,0,10,,,,185514.0,0.924404761904762,0.9127,0.9097,0.9633,0.9524,0.9082,0.8879,0.9143,0.9262,0.9632,0.913,0.9687,0.9323,0.905,0.9102,0.9666,0.9116,0.9523,0.9612,0.8387,0.8972,5.0
./Data/5_fold-SET-2-train.csv,./Data/5_fold-SET-2-validate.csv,./resultados/5_fold-SET-2-2-vecinos-resultados.csv,0,2,,,,167859.0,0.9154761904761904,0.8863,0.9235,0.9321,0.9168,0.8541,0.8654,0.9344,0.9267,0.9791,0.9555,0.9803,0.9513,0.9155,0.9211,0.977,0.8853,0.956,0.9604,0.7791,0.8192,5.0
./Data/5_fold-SET-2-train.csv,./Data/5_fold-SET-2-validate.csv,./resultados/5_fold-SET-2-3-vecinos-resultados.csv,0,3,,,,170913.0,0.9284523809523808,0.9141,0.9402,0.953,0.9378,0.9158,0.8957,0.9247,0.9303,0.9615,0.9113,0.9764,0.9451,0.9167,0.9008,0.9601,0.9042,0.9803,0.9559,0.8302,0.9102,5.0
./Data/5_fold-SET-2-train.csv,./Data/5_fold-SET-2-validate.csv,./resultados/5_fold-SET-2-4-vecinos-resultados.csv,0,4,,,,167256.0,0.9266666666666666,0.9131,0.9284,0.9468,0.9397,0.9124,0.8886,0.9293,0.9266,0.9666,0.9175,0.9777,0.9409,0.9107,0.9128,0.9698,0.9042,0.9734,0.9593,0.8242,0.8893,5.0
./Data/5_fold-SET-2-train.csv,./Data/5_fold-SET-2-validate.csv,./resultados/5_fold-SET-2-5-vecinos-resultados.csv,0,5,,,,167727.0,0.9289285714285714,0.917,0.9296,0.9597,0.9533,0.9254,0.8887,0.9223,0.9206,0.9632,0.9139,0.9699,0.944,0.9071,0.9032,0.9601,0.9163,0.9757,0.957,0.8385,0.9139,5.0
./Data/5_fold-SET-2-train.csv,./Data/5_fold-SET-2-validate.csv,./resultados/5_fold-SET-2-6-vecinos-resultados.csv,0,6,,,,167314.0,0.929047619047619,0.9106,0.9283,0.9608,0.9478,0.9173,0.8938,0.9249,0.9254,0.9646,0.921,0.9751,0.9523,0.9036,0.9104,0.9661,0.9082,0.9699,0.9559,0.8409,0.9028,5.0
./Data/5_fold-SET-2-train.csv,./Data/5_fold-SET-2-validate.csv,./resultados/5_fold-SET-2-7-vecinos-resultados.csv,0,7,,,,167595.0,0.9298809523809524,0.9202,0.9279,0.9657,0.9527,0.9276,0.8997,0.9132,0.9203,0.9686,0.9102,0.9672,0.9472,0.9048,0.914,0.9601,0.9082,0.9745,0.9537,0.842,0.9225,5.0
./Data/5_fold-SET-2-train.csv,./Data/5_fold-SET-2-validate.csv,./resultados/5_fold-SET-2-8-vecinos-resultados.csv,0,8,,,,167370.0,0.929404761904762,0.916,0.9262,0.9644,0.9505,0.9163,0.896,0.9168,0.9273,0.971,0.9162,0.9725,0.9492,0.9036,0.9176,0.9661,0.9069,0.9688,0.9548,0.8361,0.9139,5.0
./Data/5_fold-SET-2-train.csv,./Data/5_fold-SET-2-validate.csv,./resultados/5_fold-SET-2-9-vecinos-resultados.csv,0,9,,,,167830.0,0.9303571428571428,0.9193,0.9273,0.9644,0.9501,0.9275,0.8973,0.9139,0.9263,0.9701,0.9135,0.9699,0.9523,0.9036,0.9104,0.9589,0.9082,0.9711,0.9548,0.8468,0.9225,5.0
./Data/5_fold-SET-2-train.csv,./Data/5_fold-SET-2-validate.csv,./resultados/5_fold-SET-2-10-vecinos-resultados.csv,0,10,,,,177440.0,0.9261904761904762,0.9316,0.91,0.9623,0.9632,0.9201,0.9022,0.9179,0.9085,0.9524,0.901,0.9561,0.9534,0.8948,0.9062,0.9397,0.9261,0.9634,0.9432,0.875,0.901,5.0
./Data/5_fold-SET-3-train.csv,./Data/5_fold-SET-3-validate.csv,./resultados/5_fold-SET-3-2-vecinos-resultados.csv,0,2,,,,174438.0,0.919404761904762,0.902,0.9277,0.9334,0.9033,0.878,0.8731,0.9448,0.9282,0.9733,0.9477,0.9865,0.9436,0.9083,0.9337,0.9594,0.8912,0.9565,0.9513,0.8182,0.8367,5.0
./Data/5_fold-SET-3-train.csv,./Data/5_fold-SET-3-validate.csv,./resultados/5_fold-SET-3-3-vecinos-resultados.csv,0,3,,,,171893.0,0.9282142857142858,0.9276,0.9333,0.95,0.9398,0.9141,0.9108,0.9163,0.9259,0.9592,0.9107,0.9778,0.9393,0.9059,0.9256,0.949,0.899,0.9789,0.9479,0.8481,0.9053,5.0
./Data/5_fold-SET-3-train.csv,./Data/5_fold-SET-3-validate.csv,./resultados/5_fold-SET-3-4-vecinos-resultados.csv,0,4,,,,171373.0,0.9298809523809524,0.9217,0.9274,0.955,0.9426,0.9086,0.9043,0.9311,0.9299,0.9687,0.9174,0.9852,0.9393,0.9071,0.936,0.956,0.9054,0.9739,0.9615,0.8481,0.8805,5.0
